index,sentenca_original,sentenca_processada1,classificacao,sentenca_processada2,entidades_nomeadas,adjetivos,triggers,intensifiers,modifiers,quotation_marks,repeated_punctuation,letters_repetition,word_repetition
1573,O partido como um todo é um contexto em si mesmo!,O partido como um todo é um contexto em si mesmo!,0,O partido como um todo é um contexto em si mesmo,0,0,1,0,1,0,0,0,0
1574,"A exemplo da venezuela, o discurso de defesa dos ditadores $$$afados e corrutos são os mesmos.","A exemplo da venezuela, o discurso de defesa dos ditadores $$$afados e corrutos são os mesmos.",0,A exemplo da venezuela o discurso de defesa dos ditadores afados e corrutos são os mesmos,1,0,1,0,1,0,0,1,1
1575,"um monte de jumentos opinando sobre um assunto que desconhecem, o brasil é um estado democrático de direito, não tem nada a ver com venezuela.","um monte de jumentos opinando sobre um assunto que desconhecem, o brasil é um estado democrático de direito, não tem nada a ver com venezuela.",0,um monte de jumentos opinando sobre um assunto que desconhecem o brasil é um estado democrático de direito não tem nada a ver com venezuela,1,0,1,0,1,0,0,1,0
1576,Conheço muito bem o Jaques Wagner e tenho como pessoa extremamente competente para exercer liderança sindical.,Conheço muito bem o Jaques Wagner e tenho como pessoa extremamente competente para exercer liderança sindical.,0,Conheço muito bem o Jaques Wagner e tenho como pessoa extremamente competente para exercer liderança sindical,1,0,1,1,1,0,0,1,0
1577,Acho não estar preparado para exercer o cargo atual!,Acho não estar preparado para exercer o cargo atual!,0,Acho não estar preparado para exercer o cargo atual,0,0,1,0,1,0,0,0,0
1578,O que não podemos deixar de lado é o fato de estar acontecendo o programado pela carta da São Paulo da orientação Bolivariana: Quebrar o Brasil e manter todos os empregos sob a batuta do governo.,O que não podemos deixar de lado é o fato de estar acontecendo o programado pela carta da São Paulo da orientação Bolivariana: Quebrar o Brasil e manter todos os empregos sob a batuta do governo.,0,O que não podemos deixar de lado é o fato de estar acontecendo o programado pela carta da São Paulo da orientação Bolivariana Quebrar o Brasil e manter todos os empregos sob a batuta do governo,1,0,1,0,1,0,0,0,0
1579,Vamos parar de discutir e (que é o que querem) e vamos tratar de organizar a retirada deste grupo politico mal intencionado daí.,Vamos parar de discutir e (que é o que querem) e vamos tratar de organizar a retirada deste grupo politico mal intencionado daí.,0,Vamos parar de discutir e que é o que querem e vamos tratar de organizar a retirada deste grupo politico mal intencionado daí,0,0,1,0,1,0,0,0,0
1581,"Eu era um incrédulo, mas hoje creio que os petistas projetem a venezuelização do Brasil.","Eu era um incrédulo, mas hoje creio que os petistas projetem a venezuelização do Brasil.",0,Eu era um incrédulo mas hoje creio que os petistas projetem a venezuelização do Brasil,1,0,1,0,1,0,0,0,0
1582,A américa Bolivariana de Chaves.,A américa Bolivariana de Chaves.,0,A américa Bolivariana de Chaves,1,0,1,0,1,0,0,0,0
1583,"Veja que hoje o governo [""democrático""]P1 de lá está na tentativa de impedir a posse dos representantes eleitos da oposição.","Veja que hoje o governo [""democrático""]P1 de lá está na tentativa de impedir a posse dos representantes eleitos da oposição.",0,Veja que hoje o governo democráticoP1 de lá está na tentativa de impedir a posse dos representantes eleitos da oposição,0,0,1,0,1,1,0,1,0
1584,É o espelho que pe tista se mira todo dia ao se levantar!,É o espelho que pe tista se mira todo dia ao se levantar!,0,É o espelho que pe tista se mira todo dia ao se levantar,0,0,1,0,1,0,0,0,0
1586,Interessante.,Interessante.,0,Interessante,0,0,0,0,0,0,0,0,0
1587,"De repente, alguns caciques do lulopetismo começam a fazer o famoso [""mea culpa""]P1.","De repente, alguns caciques do lulopetismo começam a fazer o famoso [""mea culpa""]P1.",0,De repente alguns caciques do lulopetismo começam a fazer o famoso mea culpaP1,0,0,1,0,1,1,0,0,0
1589,"Não se referem a [apenações]P3 pelos crimes cometidos, corrupção e concussão, por exemplo.","Não se referem a apenações pelos crimes cometidos, corrupção e concussão, por exemplo.",0,Não se referem a apenações pelos crimes cometidos corrupção e concussão por exemplo,0,0,1,0,1,0,0,1,0
1591,Como se eles mesmos não tivessem se lambuzado.,Como se eles mesmos não tivessem se lambuzado.,0,Como se eles mesmos não tivessem se lambuzado,0,0,1,0,1,0,0,0,0
1592,"Pessoalmente é só mais um merchandising do Foro de SP, é só mais uma tentativa de manipular para dizer que foram alguns, mas que o lustra não sabia de nada como ele também não soube de nada.","Pessoalmente é só mais um merchandising do Foro de SP, é só mais uma tentativa de manipular para dizer que foram alguns, mas que o lustra não sabia de nada como ele também não soube de nada.",0,Pessoalmente é só mais um merchandising do Foro de SP é só mais uma tentativa de manipular para dizer que foram alguns mas que o lustra não sabia de nada como ele também não soube de nada,1,0,1,0,1,0,0,0,0
1595,Os rotos falando dos esfarrapados ou os ratos são os primeiros a sair quando o navio está afundando.,Os rotos falando dos esfarrapados ou os ratos são os primeiros a sair quando o navio está afundando.,0,Os rotos falando dos esfarrapados ou os ratos são os primeiros a sair quando o navio está afundando,0,0,1,0,1,0,0,1,0
1596,"O Sr. Tar.so dar palpite sobre o que se deve ou não fazer chega a ser piada, perguntem a qualquer gaúcho por aqui.","O Sr. Tar.so dar palpite sobre o que se deve ou não fazer chega a ser piada, perguntem a qualquer gaúcho por aqui.",0,O Sr Tarso dar palpite sobre o que se deve ou não fazer chega a ser piada perguntem a qualquer gaúcho por aqui,1,0,1,0,1,0,0,0,0
1597,"Os demais, cinicamente, falam sobre o ['lambuzar-se""]P1, como se o mesmo não tivesse acontecido de forma [tão escandalosa]P6.","Os demais, cinicamente, falam sobre o ['lambuzar-se""]P1, como se o mesmo não tivesse acontecido de forma tão escandalosa.",0,Os demais cinicamente falam sobre o lambuzarseP1 como se o mesmo não tivesse acontecido de forma tão escandalosa,0,0,1,1,1,1,0,0,0
1600,Jogo de cena,Jogo de cena,0,Jogo de cena,0,0,1,0,1,0,0,0,0
1606,"O governo jamais se afastou de suas bases sociais, muito pelo contrário, sempre irrigou esses movimentos ditos sociais com fartas e generosas verbas públicas.","O governo jamais se afastou de suas bases sociais, muito pelo contrário, sempre irrigou esses movimentos ditos sociais com fartas e generosas verbas públicas.",0,O governo jamais se afastou de suas bases sociais muito pelo contrário sempre irrigou esses movimentos ditos sociais com fartas e generosas verbas públicas,0,0,1,0,1,0,0,0,0
1607,"A maior responsável pelo iminente naufrágio do partido foi a corrupção institucionalizada em níveis jamais vistos na [""história deste país""]P1","A maior responsável pelo iminente naufrágio do partido foi a corrupção institucionalizada em níveis jamais vistos na [""história deste país""]P1",0,A maior responsável pelo iminente naufrágio do partido foi a corrupção institucionalizada em níveis jamais vistos na história deste paísP1,0,0,1,0,1,1,0,1,0
1608,"O que o iminente Jaques Wagner quer lembrar é que ao invés do partido lutar por uma reforma política, limitou-se a praticar a velha política do [""Toma lá da Cá""]P1 que é a forma polida de dizer Corrupção generalizada"" que infelizmente é histórica na política e na forma de governar, no Brasil.","O que o iminente Jaques Wagner quer lembrar é que ao invés do partido lutar por uma reforma política, limitou-se a praticar a velha política do [""Toma lá da Cá""]P1 que é a forma polida de dizer Corrupção generalizada"" que infelizmente é histórica na política e na forma de governar, no Brasil.",0,O que o iminente Jaques Wagner quer lembrar é que ao invés do partido lutar por uma reforma política limitouse a praticar a velha política do Toma lá da CáP1 que é a forma polida de dizer Corrupção generalizada que infelizmente é histórica na política e na forma de governar no Brasil,1,0,1,0,1,1,0,1,0
1609,"O Jânio Já dizia: [""FORÇAS OCULTAS""]P1 ao renunciar.","O Jânio Já dizia: [""FORÇAS OCULTAS""]P1 ao renunciar.",0,O Jânio Já dizia FORÇAS OCULTASP1 ao renunciar,1,0,1,0,1,1,0,0,0
1611,"A fala não deveria despertar reações, de [tão óbvi]P6.","A fala não deveria despertar reações, de tão óbvi.",0,A fala não deveria despertar reações de tão óbvi,0,0,1,1,1,0,0,0,0
1612,Apenas foi tardia!,Apenas foi tardia!,0,Apenas foi tardia,0,0,0,0,0,0,0,0,0
1613,pode ate considerar que impopularidade nao e crime sr wagner Mas infringir a lei e crime : no caso a lei de responsabilidade fiscal desrespeitada pela dilma nos ultimos anos .,pode ate considerar que impopularidade nao e crime sr wagner Mas infringir a lei e crime : no caso a lei de responsabilidade fiscal desrespeitada pela dilma nos ultimos anos .,0,pode ate considerar que impopularidade nao e crime sr wagner Mas infringir a lei e crime  no caso a lei de responsabilidade fiscal desrespeitada pela dilma nos ultimos anos ,1,0,1,0,1,0,0,0,0
1614,confirmado pelo TCU que rejeitou as contas de dilma.... nao sabe o que falar : fala qualquer coisa .,confirmado pelo TCU que rejeitou as contas de dilma.... nao sabe o que falar : fala qualquer coisa .,0,confirmado pelo TCU que rejeitou as contas de dilma nao sabe o que falar  fala qualquer coisa ,1,0,1,0,1,0,1,0,0
1615,Quem ultrapassou o limite e o STF ( nomeado a 80 % pelo Pt) Se meteu feio no regimento da camara dos deputados para beneficiar a dilma ….. impeachment : 3 do pt: o pt e golpista ?,Quem ultrapassou o limite e o STF ( nomeado a 80 % pelo Pt) Se meteu feio no regimento da camara dos deputados para beneficiar a dilma ….. impeachment : 3 do pt: o pt e golpista ?,0,Quem ultrapassou o limite e o STF  nomeado a 80  pelo Pt Se meteu feio no regimento da camara dos deputados para beneficiar a dilma  impeachment  3 do pt o pt e golpista ,1,1,1,0,1,0,1,0,0
1617,Sou da opinião que deveria se degolar todos.,Sou da opinião que deveria se degolar todos.,0,Sou da opinião que deveria se degolar todos,0,0,1,0,1,0,0,0,0
1620,O PT nunca teve força política no Congresso para fazer uma reforma como a política.,O PT nunca teve força política no Congresso para fazer uma reforma como a política.,0,O PT nunca teve força política no Congresso para fazer uma reforma como a política,1,0,1,0,1,0,0,0,0
1621,Cobrar isto do partido é uma injustiça.,Cobrar isto do partido é uma injustiça.,0,Cobrar isto do partido é uma injustiça,0,0,1,0,1,0,0,0,0
1622,"No sistema presidencialista como está colocado, em que o Congresso detém um poder enorme, se o Presidente não tiver um apoio mínimo sofrerá demais para governar.","No sistema presidencialista como está colocado, em que o Congresso detém um poder enorme, se o Presidente não tiver um apoio mínimo sofrerá demais para governar.",0,No sistema presidencialista como está colocado em que o Congresso detém um poder enorme se o Presidente não tiver um apoio mínimo sofrerá demais para governar,0,0,1,0,1,0,0,0,0
1623,"Jaques Wagner foi infeliz: penso que queria dizer com o [""se lambuzou""]P1 com o fato de se regozijar, se deleitar com o poder e não tentar mudanças significativas no modo do país, do país, fazer política.","Jaques Wagner foi infeliz: penso que queria dizer com o [""se lambuzou""]P1 com o fato de se regozijar, se deleitar com o poder e não tentar mudanças significativas no modo do país, do país, fazer política.",0,Jaques Wagner foi infeliz penso que queria dizer com o se lambuzouP1 com o fato de se regozijar se deleitar com o poder e não tentar mudanças significativas no modo do país do país fazer política,1,0,1,0,1,1,0,0,0
1624,"Chove no molhado, nada de novo, aliás não ganhou e nem vai ganhar nada, seu discurso é desconexo e também mal assessorada.","Chove no molhado, nada de novo, aliás não ganhou e nem vai ganhar nada, seu discurso é desconexo e também mal assessorada.",0,Chove no molhado nada de novo aliás não ganhou e nem vai ganhar nada seu discurso é desconexo e também mal assessorada,0,0,1,0,1,0,0,0,0
1625,"É da velha guarda do PT, pode ser no máximo representante do seu estado natal.","É da velha guarda do PT, pode ser no máximo representante do seu estado natal.",0,É da velha guarda do PT pode ser no máximo representante do seu estado natal,1,0,1,0,1,0,0,0,0
1627,Nossa!,Nossa!,0,Nossa,0,0,0,0,0,0,0,0,0
1632,Uma correção oportuna: ela nunca teve liderança alguma!,Uma correção oportuna: ela nunca teve liderança alguma!,0,Uma correção oportuna ela nunca teve liderança alguma,0,0,1,0,0,0,0,1,0
1636,Nada de novo que se possa acrescentar.,Nada de novo que se possa acrescentar.,0,Nada de novo que se possa acrescentar,0,0,1,0,1,0,0,0,0
1637,"Ela nunca teve liderança alguma, tendo sido usada pelo seu criador para proveito pessoal.","Ela nunca teve liderança alguma, tendo sido usada pelo seu criador para proveito pessoal.",0,Ela nunca teve liderança alguma tendo sido usada pelo seu criador para proveito pessoal,0,0,1,0,1,0,0,0,0
1638,É cúmplice ao permitir que alguns saqueassem o país sem nada fazer para impedir o desmonte da economia .,É cúmplice ao permitir que alguns saqueassem o país sem nada fazer para impedir o desmonte da economia .,0,É cúmplice ao permitir que alguns saqueassem o país sem nada fazer para impedir o desmonte da economia ,0,0,1,0,1,0,0,0,0
1639,Marina está um pouco atrasada em vir a público dar o seu depoimento pois esta situação de caos vem de mto tempo produto de um Governo sem credibilidade e sem comando.,Marina está um pouco atrasada em vir a público dar o seu depoimento pois esta situação de caos vem de mto tempo produto de um Governo sem credibilidade e sem comando.,0,Marina está um pouco atrasada em vir a público dar o seu depoimento pois esta situação de caos vem de mto tempo produto de um Governo sem credibilidade e sem comando,1,0,1,0,1,0,0,0,0
1640,Se a Marina estivesse no lugar da Dilma ela teria sido comida com angú.... acha que está preparada mais não está.... apoia candidatos sem conhecê-los como Aécio Neves hoje junto com seu partido citado por delatores por serem beneficiados nos esquemas de corrupção contra o povo brasileiro....,Se a Marina estivesse no lugar da Dilma ela teria sido comida com angú.... acha que está preparada mais não está.... apoia candidatos sem conhecê-los como Aécio Neves hoje junto com seu partido citado por delatores por serem beneficiados nos esquemas de corrupção contra o povo brasileiro....,0,Se a Marina estivesse no lugar da Dilma ela teria sido comida com angú acha que está preparada mais não está apoia candidatos sem conhecêlos como Aécio Neves hoje junto com seu partido citado por delatores por serem beneficiados nos esquemas de corrupção contra o povo brasileiro,1,0,1,0,1,0,1,1,1
