sentenca_original,sentenca_processada1,classificacao
"Com o prestigio que hoje têm, faltam palitos de fósforo para começar o incêndio...","Com o prestigio que hoje têm, faltam palitos de fósforo para começar o incêndio...",0
O cara não é minimamente macho para assumir a responsabilidade.,O cara não é minimamente macho para assumir a responsabilidade.,0
Vai morrer um moleque,Vai morrer um moleque,0
Além de charlatão é um hipócrita.,Além de charlatão é um hipócrita.,0
"Sempre foram oposição e faziam suas badernas, agora que o jogo virou não aceitam, se acham acima das Leis. Tchau para você também.","Sempre foram oposição e faziam suas badernas, agora que o jogo virou não aceitam, se acham acima das Leis. Tchau para você também.",0
Muito boa entrevista.,Muito boa entrevista.,0
"O PEtee deve por os pés no chão, fazer autocrítica, mas saber que o povo ainda reconhece o quanto sua vida mudou.","O PEtee deve por os pés no chão, fazer autocrítica, mas saber que o povo ainda reconhece o quanto sua vida mudou.",0
"A herança deixada é de um país mais justo, igualitário e sem miséria.","A herança deixada é de um país mais justo, igualitário e sem miséria.",0
Em 2018 será a hora da verdade.,Em 2018 será a hora da verdade.,0
Como pés no chão?,Como pés no chão?,0
O País está é de pernas para o ar graças a este governo incompetente apoiado por um partido cheio de desonestos.,O País está é de pernas para o ar graças a este governo incompetente apoiado por um partido cheio de desonestos.,0
"Aceite os meus votos de Avante, Moro!","Aceite os meus votos de Avante, Moro!",0
"Brincadeira, e ainda fala em colocar os pés no chão, herança maldita esse é o legado de vocês.","Brincadeira, e ainda fala em colocar os pés no chão, herança maldita esse é o legado de vocês.",0
"Vc está brincando, não?","Vc está brincando, não?",0
A saúde e a segurança pública pioraram.,A saúde e a segurança pública pioraram.,0
A educação perde posições no ranking mundial a cada ano.,A educação perde posições no ranking mundial a cada ano.,0
"As [""conquistas""]P1 estão sendo perdidas com a inflação e desemprego.","As [""conquistas""]P1 estão sendo perdidas com a inflação e desemprego.",1
"Nenhuma reforma concreta, permanente foi feita.","Nenhuma reforma concreta, permanente foi feita.",0
"A dívida pública, que era de oitocentos e cinquenta milhões quando Lul la assumiu, agora está em quatro trilhões (que serão pagos por todos, especialmente pelos pobres).","A dívida pública, que era de oitocentos e cinquenta milhões quando Lul la assumiu, agora está em quatro trilhões (que serão pagos por todos, especialmente pelos pobres).",0
Ainda deixou de herança uma corrupção entre público e privado e entre os três poderes,Ainda deixou de herança uma corrupção entre público e privado e entre os três poderes,0
...tchau querida!... o lava jato tem um drácula na lista...cuidado!....Hiii hi hi,...tchau querida!... o lava jato tem um drácula na lista...cuidado!....Hiii hi hi,-1
Sera que a esquerda vai aprender um Dia?,Sera que a esquerda vai aprender um Dia?,0
"Tiveram sua chance e [""se lambuzaram""]P1.","Tiveram sua chance e [""se lambuzaram""]P1.",0
"Quem te viu e quem te vê....[""ptnuncamais ""]P1","Quem te viu e quem te vê....[""ptnuncamais ""]P1",-1
É inacreditável a falta total de noção e ausência da realidade desse senhor.,É inacreditável a falta total de noção e ausência da realidade desse senhor.,0
Parece que não mora no Brasil.,Parece que não mora no Brasil.,0
Falacia e sofisma em todas as respostas.,Falacia e sofisma em todas as respostas.,0
"Fico com pena dos seus eleitores, que colocaram no Senado uma pessoa completamente desconectada com a realidade, típico dos petistas.","Fico com pena dos seus eleitores, que colocaram no Senado uma pessoa completamente desconectada com a realidade, típico dos petistas.",1
"Mesmo que uma tempestade esteja ocorrendo, acham que o céu é de brigadeiro.","Mesmo que uma tempestade esteja ocorrendo, acham que o céu é de brigadeiro.",-1
"Mas, felizmente, o PT possui esse dom, caso contrário, jamais sairiam do poder, que nunca mais será seu novamente.","Mas, felizmente, o PT possui esse dom, caso contrário, jamais sairiam do poder, que nunca mais será seu novamente.",0
Não tem capacidade.,Não tem capacidade.,0
"Aliás, nunca vi o PTê fazer oposição responsável.","Aliás, nunca vi o PTê fazer oposição responsável.",0
"Na maioria das vezes, só tumultuava.","Na maioria das vezes, só tumultuava.",0
"Citar Ciro Gomes, como nome de respeito na esquerda, foi demais!","Citar Ciro Gomes, como nome de respeito na esquerda, foi demais!",0
"O barco naufragando com a tempestade e o entrevistado, ao citar Ciro, pedindo mais tempestade!","O barco naufragando com a tempestade e o entrevistado, ao citar Ciro, pedindo mais tempestade!",0
"Enquanto estivermos no regime presidencialista, vamos continuar assistir a tudo isso que estamos vendo.","Enquanto estivermos no regime presidencialista, vamos continuar assistir a tudo isso que estamos vendo.",0
Também estou muito favorável ao parlamentarismo.,Também estou muito favorável ao parlamentarismo.,0
"E ao voto distrital, a cláusula de barreira.","E ao voto distrital, a cláusula de barreira.",0
"Ou seja, estou muito favorável às propostas do PSDBê.","Ou seja, estou muito favorável às propostas do PSDBê.",0
"Vão me criticar pelo que vou dizer agora, mas o partido que tem as cabeças pensantes no Brasil, é o PSDBê.","Vão me criticar pelo que vou dizer agora, mas o partido que tem as cabeças pensantes no Brasil, é o PSDBê.",0
Do ostracismo à cadeia.,Do ostracismo à cadeia.,0
É isto que a história prepara para este partido garganta.,É isto que a história prepara para este partido garganta.,0
"E o cara acha que teria moral para [""incendiar""]P1 o Brasil?","E o cara acha que teria moral para [""incendiar""]P1 o Brasil?",0
O PTê acabou!,O PTê acabou!,0
"Se fizesse o que fala (incendiar), os pelegos do PTê que iriam para a rua atrapalhar a vida dos trabalhadores seriam todos presos.","Se fizesse o que fala (incendiar), os pelegos do PTê que iriam para a rua atrapalhar a vida dos trabalhadores seriam todos presos.",0
"Acabou o Estado de anarquia a favor do desgoverno, da oligarquia cor rupta do PTê.","Acabou o Estado de anarquia a favor do desgoverno, da oligarquia cor rupta do PTê.",-1
Golpe: As construtoras doam igualmente para os principais candidatos à presidência.,Golpe: As construtoras doam igualmente para os principais candidatos à presidência.,0
"As empresas da Lava Jato fizeram o mesmo, doaram para a Dilllma(PeT) e o Aercio(PeSDB).","As empresas da Lava Jato fizeram o mesmo, doaram para a Dilllma(PeT) e o Aercio(PeSDB).",0
Por que para o Juiz Moro as doações para o PeT foram propinas e para o PeSDB não foram questionadas?,Por que para o Juiz Moro as doações para o PeT foram propinas e para o PeSDB não foram questionadas?,0
Operação Mãos Limpas Paraguaia.,Operação Mãos Limpas Paraguaia.,0
"Este, vai e vem, sem saber pra onde...","Este, vai e vem, sem saber pra onde...",0
Porque quem está no poder faz a obra superfaturada amarrada à doação ilícita.,Porque quem está no poder faz a obra superfaturada amarrada à doação ilícita.,0
Simples assim.,Simples assim.,0
"E foi comprovado pelas delações,, o que é diferente de uma doação lícita, sem uma obra superfaturada para render o dinheiro.","E foi comprovado pelas delações,, o que é diferente de uma doação lícita, sem uma obra superfaturada para render o dinheiro.",0
O PTê superfaturava uma obra para que o dinheiro público fosse repassado para o PTê.,O PTê superfaturava uma obra para que o dinheiro público fosse repassado para o PTê.,0
Isso não aconteceu na oposição.,Isso não aconteceu na oposição.,0
Simples assim.,Simples assim.,0
Entendeu?,Entendeu?,0
E esse discurso manipulador do entrevistado também ajudou a afundar o PTê.,E esse discurso manipulador do entrevistado também ajudou a afundar o PTê.,0
"O cara mente, ma nipula (ou seja, desr espeita o leitor, o eleitor e os cidadãos), omite a própria responsabilidade, omite a participação do PTê na crise econômica, na ro ubalheira; o cara continua arro gante, não tem humildade, não tem autocrítica...","O cara mente, ma nipula (ou seja, desr espeita o leitor, o eleitor e os cidadãos), omite a própria responsabilidade, omite a participação do PTê na crise econômica, na ro ubalheira; o cara continua arro gante, não tem humildade, não tem autocrítica...",0
"É, continue assim a ajude a afundar de vez o PTê.","É, continue assim a ajude a afundar de vez o PTê.",0
Seu discurso só serve para os pet istas bitolados.,Seu discurso só serve para os pet istas bitolados.,0
O incêndio já aconteceu; agora é hora do rescaldo.,O incêndio já aconteceu; agora é hora do rescaldo.,0
"Ninguém mais acredita nesse tipo de promessas, até porque nesse partido cada um faz o que bem entende.","Ninguém mais acredita nesse tipo de promessas, até porque nesse partido cada um faz o que bem entende.",0
Quem não se lembra do Lils um pouco antes de sair da presidência quando dizia que iria ficar quieto no seu canto sem atrapalhar a presidente?,Quem não se lembra do Lils um pouco antes de sair da presidência quando dizia que iria ficar quieto no seu canto sem atrapalhar a presidente?,0
Fez justamente o contrário e virou papagaio de pirata dela numa versão menos sofisticado do Ulysses Guimarães que atazanou a vida do Sarney durante anos.,Fez justamente o contrário e virou papagaio de pirata dela numa versão menos sofisticado do Ulysses Guimarães que atazanou a vida do Sarney durante anos.,-1
"[""cepultaram o país""]P1 sic e querem se passar por angelicais .","[""cepultaram o país""]P1 sic e querem se passar por angelicais .",-1
Resumo da entrevista: do PTê não se espera nada que preste!,Resumo da entrevista: do PTê não se espera nada que preste!,0
O entrevistado é um cara de pau.,O entrevistado é um cara de pau.,0
"A única culpa que encontrou, atribuiu à Dilma.","A única culpa que encontrou, atribuiu à Dilma.",0
Tirou o corpo fora em relação à corrupção e ao fato do PTê ter afunda doa Petrobrás (nem falou sobre isso).,Tirou o corpo fora em relação à corrupção e ao fato do PTê ter afunda doa Petrobrás (nem falou sobre isso).,0
"Culpou a oposição, falando que fazia [""oposição descomp romissada, do quanto pior melhor""]P1 (é um cara de pa u, pois a oposição fazia o discurso coerente, e o Brasil afundou por responsabilidade do PTê e Dilma).","Culpou a oposição, falando que fazia [""oposição descomp romissada, do quanto pior melhor""]P1 (é um cara de pa u, pois a oposição fazia o discurso coerente, e o Brasil afundou por responsabilidade do PTê e Dilma).",0
"todos eles seguem a escola Cara de Pau,cujo professor é o Lula","todos eles seguem a escola Cara de Pau,cujo professor é o Lula",0
Esse é outro que me decepcionou.,Esse é outro que me decepcionou.,0
"A nossa justiçaaa é séria(mãos limpas), o Gerente Baruscooo(funcionário de carreirraa) não era diretor e devolveu mais de 150 milhões.","A nossa justiçaaa é séria(mãos limpas), o Gerente Baruscooo(funcionário de carreirraa) não era diretor e devolveu mais de 150 milhões.",0
"Então, a PF seguiu o dinheiro e pegou todo mundo, ela sabe se a roubalh$iraaa era de P$líticos ou de funcionári$s da petrobr$s mesmo.","Então, a PF seguiu o dinheiro e pegou todo mundo, ela sabe se a roubalh$iraaa era de P$líticos ou de funcionári$s da petrobr$s mesmo.",0
"Os valores das doações das empresas da Lava Jato para o PeSDB são públicos, estão no TSE.","Os valores das doações das empresas da Lava Jato para o PeSDB são públicos, estão no TSE.",0
Operação Mãos Limpas Paraguaia.,Operação Mãos Limpas Paraguaia.,0
Que vergonha.,Que vergonha.,0
O T$mer montando o Governo enquanto o Senado analisa as contas orçamentárias da Diiilma.,O T$mer montando o Governo enquanto o Senado analisa as contas orçamentárias da Diiilma.,0
"É uma vergonha, um golpe fajuto das elites com o apoio da mídia.","É uma vergonha, um golpe fajuto das elites com o apoio da mídia.",0
Estão cagando no povo brasileiro.,Estão cagando no povo brasileiro.,0
